Date,Store ID,Product ID,Forecast Type,Actual Demand,Predicted Demand,P10 Demand,P50 Demand,P90 Demand
2024-01-17,S001,P0003,Validation,88.0,93.94046967226288,,93.94046967226288,
2024-01-18,S001,P0003,Validation,110.0,115.08616155577927,,115.08616155577927,
2024-01-19,S001,P0003,Validation,136.0,145.602137276831,,145.602137276831,
2024-01-20,S001,P0003,Validation,109.0,116.45817824287202,,116.45817824287202,
2024-01-21,S001,P0003,Validation,96.0,91.25111129096832,,91.25111129096832,
2024-01-22,S001,P0003,Validation,182.0,186.76410964153303,,186.76410964153303,
2024-01-23,S001,P0003,Validation,101.0,104.30820600332862,,104.30820600332862,
2024-01-24,S001,P0003,Validation,238.0,230.49595349197398,,230.49595349197398,
2024-01-25,S001,P0003,Validation,215.0,186.3654073209561,,186.3654073209561,
2024-01-26,S001,P0003,Validation,95.0,98.59564332993496,,98.59564332993496,
2024-01-27,S001,P0003,Validation,69.0,64.61837185553831,,64.61837185553831,
2024-01-28,S001,P0003,Validation,192.0,168.71649702537854,,168.71649702537854,
2024-01-29,S001,P0003,Validation,198.0,193.4166584601048,,193.4166584601048,
2024-01-30,S001,P0003,Validation,137.0,139.33933945845678,,139.33933945845678,
2024-01-01,S001,P0004,Validation,19.0,23.000920433205575,,23.000920433205575,
2024-01-02,S001,P0004,Validation,46.0,44.713715132723436,,44.713715132723436,
2024-01-03,S001,P0004,Validation,38.0,48.16942452490895,,48.16942452490895,
2024-01-04,S001,P0004,Validation,13.0,24.211329673754133,,24.211329673754133,
2024-01-05,S001,P0004,Validation,55.0,60.758144896296386,,60.758144896296386,
2024-01-06,S001,P0004,Validation,19.0,34.45513307321823,,34.45513307321823,
2024-01-07,S001,P0004,Validation,49.0,56.87970449210054,,56.87970449210054,
2024-01-08,S001,P0004,Validation,79.0,76.26513005245724,,76.26513005245724,
2024-01-09,S001,P0004,Validation,105.0,87.98134640659758,,87.98134640659758,
2024-01-10,S001,P0004,Validation,100.0,95.81143125502794,,95.81143125502794,
2024-01-11,S001,P0004,Validation,149.0,135.39500289525375,,135.39500289525375,
2024-01-12,S001,P0004,Validation,140.0,146.35882609073786,,146.35882609073786,
2024-01-13,S001,P0004,Validation,151.0,136.45992065963952,,136.45992065963952,
2024-01-14,S001,P0004,Validation,128.0,145.89609103133927,,145.89609103133927,
2024-01-15,S001,P0004,Validation,89.0,101.95750880562939,,101.95750880562939,
2024-01-16,S001,P0004,Validation,64.0,65.62409096298988,,65.62409096298988,
2024-01-17,S001,P0004,Validation,84.0,91.1071664943329,,91.1071664943329,
2024-01-18,S001,P0004,Validation,157.0,152.55225308974605,,152.55225308974605,
2024-01-19,S001,P0004,Validation,101.0,92.38809115221322,,92.38809115221322,
2024-01-20,S001,P0004,Validation,135.0,149.58840353708553,,149.58840353708553,
2024-01-21,S001,P0004,Validation,162.0,168.93488675721792,,168.93488675721792,
2024-01-22,S001,P0004,Validation,91.0,83.30354472182688,,83.30354472182688,
2024-01-23,S001,P0004,Validation,35.0,53.136743701705704,,53.136743701705704,
2024-01-24,S001,P0004,Validation,126.0,129.08261987809448,,129.08261987809448,
2024-01-25,S001,P0004,Validation,89.0,99.46958589689537,,99.46958589689537,
2024-01-26,S001,P0004,Validation,67.0,77.17515892499159,,77.17515892499159,
2024-01-27,S001,P0004,Validation,114.0,104.11408716121235,,104.11408716121235,
2024-01-28,S001,P0004,Validation,108.0,102.47603547411704,,102.47603547411704,
2024-01-29,S001,P0004,Validation,76.0,64.39740339663176,,64.39740339663176,
2024-01-30,S001,P0004,Validation,84.0,71.6629179647867,,71.6629179647867,
2024-01-01,S001,P0005,Validation,54.0,68.25813923428473,,68.25813923428473,
2024-01-02,S001,P0005,Validation,126.0,129.2862513036274,,129.2862513036274,
2024-01-03,S001,P0005,Validation,79.0,85.7183635870102,,85.7183635870102,
2024-01-04,S001,P0005,Validation,56.0,69.41409629434969,,69.41409629434969,
2024-01-05,S001,P0005,Validation,96.0,108.0365844615591,,108.0365844615591,
2024-01-06,S001,P0005,Validation,145.0,138.31730485590052,,138.31730485590052,
2024-01-07,S001,P0005,Validation,56.0,62.85422187672603,,62.85422187672603,
2024-01-08,S001,P0005,Validation,74.0,66.64987427986613,,66.64987427986613,
2024-01-09,S001,P0005,Validation,143.0,132.05094499692507,,132.05094499692507,
2024-01-10,S001,P0005,Validation,135.0,123.97946553712127,,123.97946553712127,
2024-01-11,S001,P0005,Validation,90.0,100.53471019468637,,100.53471019468637,
2024-01-12,S001,P0005,Validation,91.0,84.76852581306356,,84.76852581306356,
2024-01-13,S001,P0005,Validation,128.0,134.11340990682103,,134.11340990682103,
2024-01-14,S001,P0005,Validation,118.0,120.31290907986138,,120.31290907986138,
2024-01-15,S001,P0005,Validation,51.0,62.863645428430175,,62.863645428430175,
2024-01-16,S001,P0005,Validation,132.0,143.9422045112129,,143.9422045112129,
2024-01-17,S001,P0005,Validation,159.0,160.05750805702286,,160.05750805702286,
2024-01-18,S001,P0005,Validation,163.0,152.2510631073925,,152.2510631073925,
2024-01-19,S001,P0005,Validation,98.0,93.43316577463669,,93.43316577463669,
2024-01-20,S001,P0005,Validation,174.0,165.1315335316989,,165.1315335316989,
2024-01-21,S001,P0005,Validation,197.0,173.29334702582432,,173.29334702582432,
2024-01-22,S001,P0005,Validation,68.0,72.70818198216321,,72.70818198216321,
2024-01-23,S001,P0005,Validation,81.0,72.41377240473487,,72.41377240473487,
2024-01-24,S001,P0005,Validation,127.0,124.59353228852495,,124.59353228852495,
2024-01-25,S001,P0005,Validation,169.0,180.41633366853358,,180.41633366853358,
2024-01-26,S001,P0005,Validation,166.0,176.2178184047796,,176.2178184047796,
2024-01-27,S001,P0005,Validation,183.0,165.84676306114977,,165.84676306114977,
2024-01-28,S001,P0005,Validation,83.0,77.73371405418472,,77.73371405418472,
2024-01-29,S001,P0005,Validation,123.0,129.40995484539997,,129.40995484539997,
2024-01-30,S001,P0005,Validation,29.0,46.85247865134303,,46.85247865134303,
2024-01-01,S001,P0006,Validation,16.0,25.751598442559356,,25.751598442559356,
2024-01-02,S001,P0006,Validation,79.0,77.67513737183022,,77.67513737183022,
2024-01-03,S001,P0006,Validation,22.0,36.02850425437068,,36.02850425437068,
2024-01-04,S001,P0006,Validation,26.0,36.47428294411988,,36.47428294411988,
2024-01-05,S001,P0006,Validation,15.0,20.615739569505592,,20.615739569505592,
2024-01-06,S001,P0006,Validation,24.0,30.764387206133776,,30.764387206133776,
2024-01-07,S001,P0006,Validation,48.0,49.87032593511483,,49.87032593511483,
2024-01-08,S001,P0006,Validation,26.0,32.46926353543671,,32.46926353543671,
2024-01-09,S001,P0006,Validation,83.0,77.80043553074968,,77.80043553074968,
2024-01-10,S001,P0006,Validation,53.0,49.61926217409754,,49.61926217409754,
2024-01-11,S001,P0006,Validation,85.0,81.3942328792964,,81.3942328792964,
2024-01-12,S001,P0006,Validation,110.0,96.67082719940346,,96.67082719940346,
2024-01-13,S001,P0006,Validation,81.0,75.21783998032576,,75.21783998032576,
2024-01-14,S001,P0006,Validation,72.0,74.73611484377598,,74.73611484377598,
2024-01-15,S001,P0006,Validation,75.0,70.82508989607972,,70.82508989607972,
2024-01-16,S001,P0006,Validation,60.0,70.46627047454095,,70.46627047454095,
2024-01-17,S001,P0006,Validation,58.0,55.02298862466884,,55.02298862466884,
2024-01-18,S001,P0006,Validation,51.0,55.987106983244075,,55.987106983244075,
2024-01-19,S001,P0006,Validation,44.0,52.616152179598316,,52.616152179598316,
2024-01-20,S001,P0006,Validation,103.0,89.09195355047405,,89.09195355047405,
2024-01-21,S001,P0006,Validation,75.0,90.59107282145784,,90.59107282145784,
2024-01-22,S001,P0006,Validation,116.0,101.09455324844866,,101.09455324844866,
2024-01-23,S001,P0006,Validation,125.0,114.72226947726978,,114.72226947726978,
2024-01-24,S001,P0006,Validation,28.0,46.774773374977705,,46.774773374977705,
2024-01-25,S001,P0006,Validation,147.0,128.36267674238695,,128.36267674238695,
2024-01-26,S001,P0006,Validation,67.0,65.08616774560947,,65.08616774560947,
2024-01-27,S001,P0006,Validation,80.0,81.25641139080501,,81.25641139080501,
2024-01-28,S001,P0006,Validation,127.0,115.11801403613275,,115.11801403613275,
2024-01-29,S001,P0006,Validation,113.0,102.39929804568659,,102.39929804568659,
2024-01-30,S001,P0006,Validation,96.0,81.0703899438215,,81.0703899438215,
2024-01-01,S001,P0007,Validation,98.0,98.39912212901037,,98.39912212901037,
2024-01-02,S001,P0007,Validation,83.0,82.770182909363,,82.770182909363,
2024-01-03,S001,P0007,Validation,61.0,76.44935268983741,,76.44935268983741,
2024-01-04,S001,P0007,Validation,105.0,109.03865615454357,,109.03865615454357,
2024-01-05,S001,P0007,Validation,79.0,80.18289125232566,,80.18289125232566,
2024-01-06,S001,P0007,Validation,55.0,59.68147928548031,,59.68147928548031,
2024-01-07,S001,P0007,Validation,46.0,64.70178070305606,,64.70178070305606,
2024-01-08,S001,P0007,Validation,90.0,87.74331138864777,,87.74331138864777,
2024-01-09,S001,P0007,Validation,75.0,85.54716160623391,,85.54716160623391,
2024-01-10,S001,P0007,Validation,131.0,129.18415428053964,,129.18415428053964,
2024-01-11,S001,P0007,Validation,81.0,84.72757770096635,,84.72757770096635,
2024-01-12,S001,P0007,Validation,181.0,157.16359080934728,,157.16359080934728,
2024-01-13,S001,P0007,Validation,60.0,73.63525432930147,,73.63525432930147,
2024-01-14,S001,P0007,Validation,185.0,158.65431625298785,,158.65431625298785,
2024-01-15,S001,P0007,Validation,78.0,73.5205277726534,,73.5205277726534,
2024-01-16,S001,P0007,Validation,184.0,167.58020842843993,,167.58020842843993,
2024-01-17,S001,P0007,Validation,122.0,131.2925785153864,,131.2925785153864,
2024-01-18,S001,P0007,Validation,62.0,72.0284311708898,,72.0284311708898,
2024-01-19,S001,P0007,Validation,21.0,32.723143416451464,,32.723143416451464,
2024-01-20,S001,P0007,Validation,29.0,44.720094353921986,,44.720094353921986,
2024-01-21,S001,P0007,Validation,93.0,96.53065143497727,,96.53065143497727,
2024-01-22,S001,P0007,Validation,106.0,106.71377368778299,,106.71377368778299,
2024-01-23,S001,P0007,Validation,11.0,29.892662147343493,,29.892662147343493,
2024-01-24,S001,P0007,Validation,86.0,79.83332753751272,,79.83332753751272,
2024-01-25,S001,P0007,Validation,105.0,96.93083036435782,,96.93083036435782,
2024-01-26,S001,P0007,Validation,99.0,97.09866873274059,,97.09866873274059,
2024-01-27,S001,P0007,Validation,157.0,153.19114970262703,,153.19114970262703,
2024-01-28,S001,P0007,Validation,92.0,85.88221481084696,,85.88221481084696,
2024-01-29,S001,P0007,Validation,173.0,135.6936160373017,,135.6936160373017,
2024-01-30,S001,P0007,Validation,80.0,90.59770020772008,,90.59770020772008,
2024-01-01,S001,P0008,Validation,27.0,35.690973164427845,,35.690973164427845,
2024-01-02,S001,P0008,Validation,41.0,43.375146832420874,,43.375146832420874,
2024-01-03,S001,P0008,Validation,69.0,71.92603452597714,,71.92603452597714,
2024-01-04,S001,P0008,Validation,91.0,86.51584563758,,86.51584563758,
2024-01-05,S001,P0008,Validation,69.0,68.97877326437523,,68.97877326437523,
2024-01-06,S001,P0008,Validation,34.0,35.37088324110955,,35.37088324110955,
2024-01-07,S001,P0008,Validation,56.0,58.21232714750845,,58.21232714750845,
2024-01-08,S001,P0008,Validation,48.0,40.96836497806188,,40.96836497806188,
2024-01-09,S001,P0008,Validation,134.0,110.54622669627615,,110.54622669627615,
2024-01-10,S001,P0008,Validation,87.0,91.02835878663348,,91.02835878663348,
2024-01-11,S001,P0008,Validation,165.0,141.13508978286464,,141.13508978286464,
2024-01-12,S001,P0008,Validation,143.0,154.2043728034392,,154.2043728034392,
2024-01-13,S001,P0008,Validation,80.0,74.3886715452536,,74.3886715452536,
2024-01-14,S001,P0008,Validation,100.0,97.55338680085542,,97.55338680085542,
2024-01-15,S001,P0008,Validation,96.0,91.30691151097466,,91.30691151097466,
2024-01-16,S001,P0008,Validation,122.0,113.90465709857222,,113.90465709857222,
2024-01-17,S001,P0008,Validation,88.0,97.5334298570269,,97.5334298570269,
2024-01-18,S001,P0008,Validation,181.0,150.1005536676671,,150.1005536676671,
2024-01-19,S001,P0008,Validation,83.0,84.30560918105944,,84.30560918105944,
2024-01-20,S001,P0008,Validation,126.0,112.52196903120421,,112.52196903120421,
2024-01-21,S001,P0008,Validation,141.0,124.86769403905342,,124.86769403905342,
2024-01-22,S001,P0008,Validation,97.0,86.26822350262616,,86.26822350262616,
2024-01-23,S001,P0008,Validation,83.0,79.23589708647621,,79.23589708647621,
2024-01-24,S001,P0008,Validation,106.0,110.86861504937686,,110.86861504937686,
2024-01-25,S001,P0008,Validation,110.0,108.70584309388047,,108.70584309388047,
2024-01-26,S001,P0008,Validation,112.0,101.05050659057606,,101.05050659057606,
2024-01-27,S001,P0008,Validation,102.0,95.41190422171866,,95.41190422171866,
2024-01-28,S001,P0008,Validation,118.0,122.07137310779055,,122.07137310779055,
2024-01-29,S001,P0008,Validation,109.0,91.94735681568605,,91.94735681568605,
2024-01-30,S001,P0008,Validation,53.0,44.986105110224706,,44.986105110224706,
2024-01-01,S001,P0009,Validation,76.0,80.80997158748987,,80.80997158748987,
2024-01-02,S001,P0009,Validation,213.0,208.98070810341795,,208.98070810341795,
2024-01-03,S001,P0009,Validation,93.0,105.73688434260058,,105.73688434260058,
2024-01-04,S001,P0009,Validation,146.0,138.50216103757032,,138.50216103757032,
2024-01-05,S001,P0009,Validation,50.0,76.03936416976963,,76.03936416976963,
2024-01-06,S001,P0009,Validation,132.0,140.79932943267931,,140.79932943267931,
2024-01-07,S001,P0009,Validation,153.0,153.7588576656499,,153.7588576656499,
2024-01-08,S001,P0009,Validation,139.0,135.362983136969,,135.362983136969,
2024-01-09,S001,P0009,Validation,140.0,144.11668518504644,,144.11668518504644,
2024-01-10,S001,P0009,Validation,103.0,105.79180971234241,,105.79180971234241,
2024-01-11,S001,P0009,Validation,201.0,206.6256700323357,,206.6256700323357,
2024-01-12,S001,P0009,Validation,112.0,127.5079237314598,,127.5079237314598,
2024-01-13,S001,P0009,Validation,145.0,158.22326147533485,,158.22326147533485,
2024-01-14,S001,P0009,Validation,99.0,99.37118255250152,,99.37118255250152,
2024-01-15,S001,P0009,Validation,97.0,99.66264904415725,,99.66264904415725,
2024-01-16,S001,P0009,Validation,248.0,231.3883980388154,,231.3883980388154,
2024-01-17,S001,P0009,Validation,184.0,196.5044463459393,,196.5044463459393,
2024-01-18,S001,P0009,Validation,141.0,139.41441591226246,,139.41441591226246,
2024-01-19,S001,P0009,Validation,100.0,113.34055825902527,,113.34055825902527,
2024-01-20,S001,P0009,Validation,174.0,181.41084962383286,,181.41084962383286,
2024-01-21,S001,P0009,Validation,169.0,169.22647021405885,,169.22647021405885,
2024-01-22,S001,P0009,Validation,183.0,177.99191716487152,,177.99191716487152,
2024-01-23,S001,P0009,Validation,95.0,100.75723829526112,,100.75723829526112,
2024-01-24,S001,P0009,Validation,153.0,153.60344272494382,,153.60344272494382,
2024-01-25,S001,P0009,Validation,210.0,214.9260737195698,,214.9260737195698,
2024-01-26,S001,P0009,Validation,119.0,116.55728020846327,,116.55728020846327,
2024-01-27,S001,P0009,Validation,198.0,210.2896027293209,,210.2896027293209,
2024-01-28,S001,P0009,Validation,164.0,177.37833736865625,,177.37833736865625,
2024-01-29,S001,P0009,Validation,133.0,128.16316290616672,,128.16316290616672,
2024-01-30,S001,P0009,Validation,84.0,97.56813605121665,,97.56813605121665,
2024-01-01,S001,P0010,Validation,64.0,64.61449516106674,,64.61449516106674,
2024-01-02,S001,P0010,Validation,34.0,30.999573962983774,,30.999573962983774,
2024-01-03,S001,P0010,Validation,31.0,33.1895922889106,,33.1895922889106,
2024-01-04,S001,P0010,Validation,37.0,38.12627581273954,,38.12627581273954,
2024-01-05,S001,P0010,Validation,57.0,50.220846467797195,,50.220846467797195,
2024-01-06,S001,P0010,Validation,24.0,25.705094960073154,,25.705094960073154,
2024-01-07,S001,P0010,Validation,43.0,49.09929809148603,,49.09929809148603,
2024-01-08,S001,P0010,Validation,24.0,27.072563095879083,,27.072563095879083,
2024-01-09,S001,P0010,Validation,63.0,51.788190100832914,,51.788190100832914,
2024-01-10,S001,P0010,Validation,59.0,53.15035002878636,,53.15035002878636,
2024-01-11,S001,P0010,Validation,43.0,35.779052432102674,,35.779052432102674,
2024-01-12,S001,P0010,Validation,76.0,54.461376067045805,,54.461376067045805,
2024-01-13,S001,P0010,Validation,96.0,77.24465415590052,,77.24465415590052,
2024-01-14,S001,P0010,Validation,46.0,46.96892700858234,,46.96892700858234,
2024-01-15,S001,P0010,Validation,77.0,69.38332814373773,,69.38332814373773,
2024-01-16,S001,P0010,Validation,66.0,74.08492670337822,,74.08492670337822,
2024-01-17,S001,P0010,Validation,94.0,91.32661221290786,,91.32661221290786,
2024-01-18,S001,P0010,Validation,71.0,65.35188416417941,,65.35188416417941,
2024-01-19,S001,P0010,Validation,31.0,39.430575981048996,,39.430575981048996,
2024-01-20,S001,P0010,Validation,92.0,95.67867803909695,,95.67867803909695,
2024-01-21,S001,P0010,Validation,69.0,68.05404557092965,,68.05404557092965,
2024-01-22,S001,P0010,Validation,89.0,94.92130937558005,,94.92130937558005,
2024-01-23,S001,P0010,Validation,74.0,81.31094542791439,,81.31094542791439,
2024-01-24,S001,P0010,Validation,149.0,134.09603921623662,,134.09603921623662,
2024-01-25,S001,P0010,Validation,79.0,84.696838356347,,84.696838356347,
2024-01-26,S001,P0010,Validation,91.0,100.02960515502612,,100.02960515502612,
2024-01-27,S001,P0010,Validation,68.0,64.37154932372148,,64.37154932372148,
2024-01-28,S001,P0010,Validation,82.0,75.08587387590786,,75.08587387590786,
2024-01-29,S001,P0010,Validation,68.0,60.48623678093634,,60.48623678093634,
2024-01-30,S001,P0010,Validation,69.0,75.90207297272515,,75.90207297272515,
2024-01-01,S001,P0011,Validation,31.0,28.09206863424927,,28.09206863424927,
2024-01-02,S001,P0011,Validation,39.0,42.59979479462318,,42.59979479462318,
2024-01-03,S001,P0011,Validation,23.0,31.459260517452428,,31.459260517452428,
2024-01-04,S001,P0011,Validation,46.0,39.56323280845208,,39.56323280845208,
2024-01-05,S001,P0011,Validation,63.0,55.437705328483055,,55.437705328483055,
2024-01-06,S001,P0011,Validation,35.0,42.45850301610225,,42.45850301610225,
2024-01-07,S001,P0011,Validation,18.0,24.316489478622117,,24.316489478622117,
2024-01-08,S001,P0011,Validation,72.0,59.04210314074174,,59.04210314074174,
2024-01-09,S001,P0011,Validation,84.0,65.29748073769592,,65.29748073769592,
2024-01-10,S001,P0011,Validation,43.0,45.149719317550584,,45.149719317550584,
2024-01-11,S001,P0011,Validation,128.0,108.36431023084785,,108.36431023084785,
2024-01-12,S001,P0011,Validation,58.0,51.38721804693621,,51.38721804693621,
2024-01-13,S001,P0011,Validation,183.0,142.00909812524407,,142.00909812524407,
2024-01-14,S001,P0011,Validation,81.0,76.41744531345168,,76.41744531345168,
2024-01-15,S001,P0011,Validation,76.0,77.0605021666133,,77.0605021666133,
2024-01-16,S001,P0011,Validation,50.0,48.004241398164744,,48.004241398164744,
2024-01-17,S001,P0011,Validation,94.0,89.4390766618295,,89.4390766618295,
2024-01-18,S001,P0011,Validation,86.0,74.9997744269214,,74.9997744269214,
2024-01-19,S001,P0011,Validation,69.0,73.10031105685633,,73.10031105685633,
2024-01-20,S001,P0011,Validation,114.0,120.65992245924323,,120.65992245924323,
2024-01-21,S001,P0011,Validation,68.0,75.4883967821987,,75.4883967821987,
2024-01-22,S001,P0011,Validation,100.0,88.00367655192373,,88.00367655192373,
2024-01-23,S001,P0011,Validation,145.0,134.20112152995924,,134.20112152995924,
2024-01-24,S001,P0011,Validation,40.0,50.709156539161825,,50.709156539161825,
2024-01-25,S001,P0011,Validation,92.0,86.0377503368524,,86.0377503368524,
2024-01-26,S001,P0011,Validation,106.0,113.18077967815798,,113.18077967815798,
2024-01-27,S001,P0011,Validation,79.0,72.00755817054545,,72.00755817054545,
2024-01-28,S001,P0011,Validation,95.0,104.200686488209,,104.200686488209,
2024-01-29,S001,P0011,Validation,65.0,66.15585759031121,,66.15585759031121,
2024-01-30,S001,P0011,Validation,44.0,47.8983995986583,,47.8983995986583,
2024-01-01,S001,P0012,Validation,15.0,42.18510999808202,,42.18510999808202,
2024-01-02,S001,P0012,Validation,50.0,56.241663808913096,,56.241663808913096,
2024-01-03,S001,P0012,Validation,113.0,92.4844838693492,,92.4844838693492,
2024-01-04,S001,P0012,Validation,40.0,45.22875016389197,,45.22875016389197,
2024-01-05,S001,P0012,Validation,63.0,63.48794236051936,,63.48794236051936,
2024-01-06,S001,P0012,Validation,122.0,99.06937943350542,,99.06937943350542,
2024-01-07,S001,P0012,Validation,108.0,116.81833624370633,,116.81833624370633,
2024-01-08,S001,P0012,Validation,43.0,58.29207154118611,,58.29207154118611,
2024-01-09,S001,P0012,Validation,185.0,149.7147955159277,,149.7147955159277,
2024-01-10,S001,P0012,Validation,58.0,73.0650326342335,,73.0650326342335,
2024-01-11,S001,P0012,Validation,133.0,142.12208551453688,,142.12208551453688,
2024-01-12,S001,P0012,Validation,169.0,181.69937635095644,,181.69937635095644,
2024-01-13,S001,P0012,Validation,117.0,127.02354995195891,,127.02354995195891,
2024-01-14,S001,P0012,Validation,117.0,126.5706201108592,,126.5706201108592,
2024-01-15,S001,P0012,Validation,54.0,51.901015070971106,,51.901015070971106,
2024-01-16,S001,P0012,Validation,87.0,95.62043147741015,,95.62043147741015,
2024-01-17,S001,P0012,Validation,127.0,139.6505965645754,,139.6505965645754,
