Date,Store ID,Product ID,Forecast Type,Actual Demand,Predicted Demand
2024-01-29,S001,P0002,Validation,64.0,62.37130362181563
2024-01-30,S001,P0002,Validation,119.0,113.840939492286
2024-01-31 00:00:00,S001,P0003,Future,,140.1792023800718
2024-02-01 00:00:00,S001,P0003,Future,,137.21844982138506
2024-02-02 00:00:00,S001,P0003,Future,,138.9591579744377
2024-02-03 00:00:00,S001,P0003,Future,,139.10256609371794
2024-02-04 00:00:00,S001,P0003,Future,,140.01706639371253
2024-02-05 00:00:00,S001,P0003,Future,,138.33672565301362
2024-02-06 00:00:00,S001,P0003,Future,,139.2649530918196
2024-01-01,S001,P0003,Validation,104.0,112.66522444326162
2024-01-02,S001,P0003,Validation,126.0,133.76876678403633
2024-01-03,S001,P0003,Validation,175.0,183.0477087174665
2024-01-04,S001,P0003,Validation,78.0,75.54779660287697
2024-01-05,S001,P0003,Validation,161.0,140.3904550447241
2024-01-06,S001,P0003,Validation,188.0,170.12832986880042
2024-01-07,S001,P0003,Validation,108.0,113.35715008330963
2024-01-08,S001,P0003,Validation,108.0,97.91111701093804
2024-01-09,S001,P0003,Validation,54.0,45.13212820265238
2024-01-10,S001,P0003,Validation,124.0,128.37412107605425
2024-01-11,S001,P0003,Validation,168.0,169.4717767712347
2024-01-12,S001,P0003,Validation,105.0,116.7911480516814
2024-01-13,S001,P0003,Validation,125.0,125.96224999811096
2024-01-14,S001,P0003,Validation,66.0,83.67909577687084
2024-01-15,S001,P0003,Validation,107.0,93.49898150598476
2024-01-16,S001,P0003,Validation,145.0,144.51503351209075
2024-01-17,S001,P0003,Validation,88.0,92.35684882267076
2024-01-18,S001,P0003,Validation,110.0,114.1567021108157
2024-01-19,S001,P0003,Validation,136.0,133.6525419881413
2024-01-20,S001,P0003,Validation,109.0,92.7376640050726
2024-01-21,S001,P0003,Validation,96.0,91.62457912784966
2024-01-22,S001,P0003,Validation,182.0,199.18873671880928
2024-01-23,S001,P0003,Validation,101.0,83.43963824239624
2024-01-24,S001,P0003,Validation,238.0,195.78436911321904
2024-01-25,S001,P0003,Validation,215.0,212.0591223212144
2024-01-26,S001,P0003,Validation,95.0,94.48530383715024
2024-01-27,S001,P0003,Validation,69.0,79.38346415307875
2024-01-28,S001,P0003,Validation,192.0,201.26023631673831
2024-01-29,S001,P0003,Validation,198.0,197.33253491525625
2024-01-30,S001,P0003,Validation,137.0,143.81095984066127
2024-01-31 00:00:00,S001,P0004,Future,,83.76002948729207
2024-02-01 00:00:00,S001,P0004,Future,,84.30220487433263
2024-02-02 00:00:00,S001,P0004,Future,,85.23357564069605
2024-02-03 00:00:00,S001,P0004,Future,,85.07458426336895
2024-02-04 00:00:00,S001,P0004,Future,,84.6564040893106
2024-02-05 00:00:00,S001,P0004,Future,,84.71039456383657
2024-02-06 00:00:00,S001,P0004,Future,,84.86220938209418
2024-01-01,S001,P0004,Validation,19.0,26.213689185629168
2024-01-02,S001,P0004,Validation,46.0,38.12575322944212
2024-01-03,S001,P0004,Validation,38.0,36.947949281437545
2024-01-04,S001,P0004,Validation,13.0,14.690966791690348
2024-01-05,S001,P0004,Validation,55.0,58.785679163292784
2024-01-06,S001,P0004,Validation,19.0,26.43693891889158
2024-01-07,S001,P0004,Validation,49.0,48.23066534246124
2024-01-08,S001,P0004,Validation,79.0,68.03059155451102
2024-01-09,S001,P0004,Validation,105.0,80.53590416247314
2024-01-10,S001,P0004,Validation,100.0,100.48395506736944
2024-01-11,S001,P0004,Validation,149.0,129.63978348620404
2024-01-12,S001,P0004,Validation,140.0,144.3319354188382
2024-01-13,S001,P0004,Validation,151.0,150.17892711550937
2024-01-14,S001,P0004,Validation,128.0,128.9623103877001
2024-01-15,S001,P0004,Validation,89.0,97.94375899386552
2024-01-16,S001,P0004,Validation,64.0,59.10039241488302
2024-01-17,S001,P0004,Validation,84.0,89.95659054592306
2024-01-18,S001,P0004,Validation,157.0,190.54106604925795
2024-01-19,S001,P0004,Validation,101.0,97.33800002513976
2024-01-20,S001,P0004,Validation,135.0,146.30437670908762
2024-01-21,S001,P0004,Validation,162.0,163.81680741604808
2024-01-22,S001,P0004,Validation,91.0,92.64868350295292
2024-01-23,S001,P0004,Validation,35.0,31.927963333102323
2024-01-24,S001,P0004,Validation,126.0,119.31772148060712
2024-01-25,S001,P0004,Validation,89.0,79.6477416051762
2024-01-26,S001,P0004,Validation,67.0,76.42053690037653
2024-01-27,S001,P0004,Validation,114.0,106.91622276905728
2024-01-28,S001,P0004,Validation,108.0,102.89347969847186
2024-01-29,S001,P0004,Validation,76.0,82.82249454302146
2024-01-30,S001,P0004,Validation,84.0,84.84830923649575
2024-01-31 00:00:00,S001,P0005,Future,,39.97202078740712
2024-02-01 00:00:00,S001,P0005,Future,,40.16253712082315
2024-02-02 00:00:00,S001,P0005,Future,,41.61725765602526
2024-02-03 00:00:00,S001,P0005,Future,,42.80068417195876
2024-02-04 00:00:00,S001,P0005,Future,,42.99628867525095
2024-02-05 00:00:00,S001,P0005,Future,,43.31355384832693
2024-02-06 00:00:00,S001,P0005,Future,,43.89690108966946
2024-01-01,S001,P0005,Validation,54.0,54.3709382546404
2024-01-02,S001,P0005,Validation,126.0,123.38866812483786
2024-01-03,S001,P0005,Validation,79.0,79.3456288291342
2024-01-04,S001,P0005,Validation,56.0,54.29772795552999
2024-01-05,S001,P0005,Validation,96.0,92.73504151855576
2024-01-06,S001,P0005,Validation,145.0,150.75783999423118
2024-01-07,S001,P0005,Validation,56.0,53.29838247969674
2024-01-08,S001,P0005,Validation,74.0,75.3112374646782
2024-01-09,S001,P0005,Validation,143.0,132.13229297769712
2024-01-10,S001,P0005,Validation,135.0,140.3724358106597
2024-01-11,S001,P0005,Validation,90.0,93.09924854316876
2024-01-12,S001,P0005,Validation,91.0,81.61693005109035
2024-01-13,S001,P0005,Validation,128.0,129.41315691891396
2024-01-14,S001,P0005,Validation,118.0,124.61559385677158
2024-01-15,S001,P0005,Validation,51.0,63.44210451399379
2024-01-16,S001,P0005,Validation,132.0,147.9780573878325
2024-01-17,S001,P0005,Validation,159.0,155.37655962765305
2024-01-18,S001,P0005,Validation,163.0,154.57530259002877
2024-01-19,S001,P0005,Validation,98.0,82.16114691392211
2024-01-20,S001,P0005,Validation,174.0,163.63270724086928
2024-01-21,S001,P0005,Validation,197.0,207.09129490145256
2024-01-22,S001,P0005,Validation,68.0,65.9381147315623
2024-01-23,S001,P0005,Validation,81.0,91.73079680936245
2024-01-24,S001,P0005,Validation,127.0,106.78909492430176
2024-01-25,S001,P0005,Validation,169.0,159.23235431449402
2024-01-26,S001,P0005,Validation,166.0,166.19668432909964
2024-01-27,S001,P0005,Validation,183.0,164.9223792832515
2024-01-28,S001,P0005,Validation,83.0,86.24395169575388
2024-01-29,S001,P0005,Validation,123.0,109.69301053672582
2024-01-30,S001,P0005,Validation,29.0,38.50967670660647
2024-01-31 00:00:00,S001,P0006,Future,,95.23497312232797
2024-02-01 00:00:00,S001,P0006,Future,,95.56012668617664
2024-02-02 00:00:00,S001,P0006,Future,,93.25954858471373
2024-02-03 00:00:00,S001,P0006,Future,,95.06659302234
2024-02-04 00:00:00,S001,P0006,Future,,95.311012798931
2024-02-05 00:00:00,S001,P0006,Future,,94.78477639859815
2024-02-06 00:00:00,S001,P0006,Future,,94.28266620888974
2024-01-01,S001,P0006,Validation,16.0,20.974632500736146
2024-01-02,S001,P0006,Validation,79.0,82.25487376957646
2024-01-03,S001,P0006,Validation,22.0,30.253865559391198
2024-01-04,S001,P0006,Validation,26.0,30.627656933414386
2024-01-05,S001,P0006,Validation,15.0,20.392460462971734
2024-01-06,S001,P0006,Validation,24.0,31.74297979737276
2024-01-07,S001,P0006,Validation,48.0,35.96669093782351
2024-01-08,S001,P0006,Validation,26.0,24.901487715571964
2024-01-09,S001,P0006,Validation,83.0,93.22206663829712
2024-01-10,S001,P0006,Validation,53.0,58.18693569353452
2024-01-11,S001,P0006,Validation,85.0,96.49156201836416
2024-01-12,S001,P0006,Validation,110.0,96.01765545867477
2024-01-13,S001,P0006,Validation,81.0,78.39277206550942
2024-01-14,S001,P0006,Validation,72.0,81.3505256823288
2024-01-15,S001,P0006,Validation,75.0,79.12013773581015
2024-01-16,S001,P0006,Validation,60.0,67.1032979052957
2024-01-17,S001,P0006,Validation,58.0,82.05439880340536
2024-01-18,S001,P0006,Validation,51.0,53.51710437078202
2024-01-19,S001,P0006,Validation,44.0,53.92862114547821
2024-01-20,S001,P0006,Validation,103.0,120.17158339891624
2024-01-21,S001,P0006,Validation,75.0,75.07279512587928
2024-01-22,S001,P0006,Validation,116.0,127.58504600216372
2024-01-23,S001,P0006,Validation,125.0,131.21976348048315
2024-01-24,S001,P0006,Validation,28.0,47.63522598294474
2024-01-25,S001,P0006,Validation,147.0,160.3103391464243
2024-01-26,S001,P0006,Validation,67.0,71.90990488407978
2024-01-27,S001,P0006,Validation,80.0,86.04446416497647
2024-01-28,S001,P0006,Validation,127.0,124.29319892180902
2024-01-29,S001,P0006,Validation,113.0,96.74581256503498
2024-01-30,S001,P0006,Validation,96.0,95.61426728327476
2024-01-31 00:00:00,S001,P0007,Future,,79.16949062909565
2024-02-01 00:00:00,S001,P0007,Future,,78.02058008776294
2024-02-02 00:00:00,S001,P0007,Future,,78.6438968398839
2024-02-03 00:00:00,S001,P0007,Future,,78.51909756716132
2024-02-04 00:00:00,S001,P0007,Future,,77.44677031021646
2024-02-05 00:00:00,S001,P0007,Future,,76.62779638429016
2024-02-06 00:00:00,S001,P0007,Future,,76.65656189251953
2024-01-01,S001,P0007,Validation,98.0,123.39376186546096
2024-01-02,S001,P0007,Validation,83.0,86.2668545052296
2024-01-03,S001,P0007,Validation,61.0,62.43788929727123
2024-01-04,S001,P0007,Validation,105.0,107.76616365717332
2024-01-05,S001,P0007,Validation,79.0,87.46648771071764
2024-01-06,S001,P0007,Validation,55.0,49.54399095178047
2024-01-07,S001,P0007,Validation,46.0,46.277208488807936
2024-01-08,S001,P0007,Validation,90.0,80.71824439191663
2024-01-09,S001,P0007,Validation,75.0,77.37968123791367
2024-01-10,S001,P0007,Validation,131.0,149.50645927787576
2024-01-11,S001,P0007,Validation,81.0,64.11724434332572
2024-01-12,S001,P0007,Validation,181.0,166.40377666727915
2024-01-13,S001,P0007,Validation,60.0,85.82521099087718
2024-01-14,S001,P0007,Validation,185.0,184.85021598465315
2024-01-15,S001,P0007,Validation,78.0,79.56253170231498
2024-01-16,S001,P0007,Validation,184.0,141.52516412049553
2024-01-17,S001,P0007,Validation,122.0,111.4292925779262
2024-01-18,S001,P0007,Validation,62.0,63.07878015502034
2024-01-19,S001,P0007,Validation,21.0,17.527343234384567
2024-01-20,S001,P0007,Validation,29.0,37.54999334224193
2024-01-21,S001,P0007,Validation,93.0,103.1349229762518
2024-01-22,S001,P0007,Validation,106.0,107.1716335192776
2024-01-23,S001,P0007,Validation,11.0,14.177208034184
2024-01-24,S001,P0007,Validation,86.0,91.18797606145156
2024-01-25,S001,P0007,Validation,105.0,114.32667512693946
2024-01-26,S001,P0007,Validation,99.0,115.93559808244416
2024-01-27,S001,P0007,Validation,157.0,132.11377947855698
2024-01-28,S001,P0007,Validation,92.0,95.71368108048928
2024-01-29,S001,P0007,Validation,173.0,174.30823634738954
2024-01-30,S001,P0007,Validation,80.0,79.95337370632812
2024-01-31 00:00:00,S001,P0008,Future,,39.72473915995817
2024-02-01 00:00:00,S001,P0008,Future,,41.92711211575777
2024-02-02 00:00:00,S001,P0008,Future,,42.169404851100126
2024-02-03 00:00:00,S001,P0008,Future,,42.52664709883242
2024-02-04 00:00:00,S001,P0008,Future,,42.959645160278285
2024-02-05 00:00:00,S001,P0008,Future,,42.4095967196986
2024-02-06 00:00:00,S001,P0008,Future,,42.28127500954519
2024-01-01,S001,P0008,Validation,27.0,37.06148021550204
2024-01-02,S001,P0008,Validation,41.0,44.74888063771857
2024-01-03,S001,P0008,Validation,69.0,69.67714653982135
2024-01-04,S001,P0008,Validation,91.0,90.74726875614616
2024-01-05,S001,P0008,Validation,69.0,73.14932497284369
2024-01-06,S001,P0008,Validation,34.0,37.486721706208726
2024-01-07,S001,P0008,Validation,56.0,45.92540013825376
2024-01-08,S001,P0008,Validation,48.0,36.34980047983472
2024-01-09,S001,P0008,Validation,134.0,113.08695671192808
2024-01-10,S001,P0008,Validation,87.0,89.37316508192954
2024-01-11,S001,P0008,Validation,165.0,161.70349960651546
2024-01-12,S001,P0008,Validation,143.0,147.64042177772063
2024-01-13,S001,P0008,Validation,80.0,70.0412060260566
2024-01-14,S001,P0008,Validation,100.0,100.36810172946174
2024-01-15,S001,P0008,Validation,96.0,92.8275372682852
2024-01-16,S001,P0008,Validation,122.0,138.61430862693467
2024-01-17,S001,P0008,Validation,88.0,96.85422098443
2024-01-18,S001,P0008,Validation,181.0,145.09818486992535
2024-01-19,S001,P0008,Validation,83.0,82.26615850952658
2024-01-20,S001,P0008,Validation,126.0,144.88599542738658
2024-01-21,S001,P0008,Validation,141.0,122.52077307442592
2024-01-22,S001,P0008,Validation,97.0,84.27904863279491
2024-01-23,S001,P0008,Validation,83.0,93.65402346050494
2024-01-24,S001,P0008,Validation,106.0,124.91677327061848
2024-01-25,S001,P0008,Validation,110.0,127.087549325002
2024-01-26,S001,P0008,Validation,112.0,114.56963788204128
2024-01-27,S001,P0008,Validation,102.0,99.28764162326316
2024-01-28,S001,P0008,Validation,118.0,118.85987464117876
2024-01-29,S001,P0008,Validation,109.0,117.18781769530906
2024-01-30,S001,P0008,Validation,53.0,39.78597181285856
2024-01-31 00:00:00,S001,P0009,Future,,83.71429038837107
2024-02-01 00:00:00,S001,P0009,Future,,84.64458500816568
2024-02-02 00:00:00,S001,P0009,Future,,83.3247765389899
2024-02-03 00:00:00,S001,P0009,Future,,82.76633964896745
2024-02-04 00:00:00,S001,P0009,Future,,80.401412749933
2024-02-05 00:00:00,S001,P0009,Future,,80.942537435764
2024-02-06 00:00:00,S001,P0009,Future,,80.83774069586143
2024-01-01,S001,P0009,Validation,76.0,76.39140849775433
2024-01-02,S001,P0009,Validation,213.0,227.94433866824016
2024-01-03,S001,P0009,Validation,93.0,90.6858872734326
2024-01-04,S001,P0009,Validation,146.0,133.76653094469097
2024-01-05,S001,P0009,Validation,50.0,54.22898976183606
2024-01-06,S001,P0009,Validation,132.0,132.5490333032623
2024-01-07,S001,P0009,Validation,153.0,151.56342476882335
2024-01-08,S001,P0009,Validation,139.0,129.78315601624777
2024-01-09,S001,P0009,Validation,140.0,143.47116784096173
2024-01-10,S001,P0009,Validation,103.0,103.93657996223948
2024-01-11,S001,P0009,Validation,201.0,201.11827841793584
2024-01-12,S001,P0009,Validation,112.0,117.18392026037492
2024-01-13,S001,P0009,Validation,145.0,148.16044421369307
2024-01-14,S001,P0009,Validation,99.0,97.9549317569366
2024-01-15,S001,P0009,Validation,97.0,90.97194497753529
2024-01-16,S001,P0009,Validation,248.0,246.11852558014343
2024-01-17,S001,P0009,Validation,184.0,192.7250300507915
2024-01-18,S001,P0009,Validation,141.0,146.56127680609416
2024-01-19,S001,P0009,Validation,100.0,107.33908608919872
2024-01-20,S001,P0009,Validation,174.0,179.85898563755654
2024-01-21,S001,P0009,Validation,169.0,180.94892675741696
2024-01-22,S001,P0009,Validation,183.0,175.5593644722417
2024-01-23,S001,P0009,Validation,95.0,94.44740473175692
2024-01-24,S001,P0009,Validation,153.0,153.02284858608522
2024-01-25,S001,P0009,Validation,210.0,209.99608524951805
2024-01-26,S001,P0009,Validation,119.0,116.40439456054987
2024-01-27,S001,P0009,Validation,198.0,186.7207626939298
2024-01-28,S001,P0009,Validation,164.0,157.8841245374553
2024-01-29,S001,P0009,Validation,133.0,136.0396698590566
2024-01-30,S001,P0009,Validation,84.0,85.99872064684583
2024-01-31 00:00:00,S001,P0010,Future,,73.03306799149802
2024-02-01 00:00:00,S001,P0010,Future,,72.93405833358798
2024-02-02 00:00:00,S001,P0010,Future,,73.0212084437027
2024-02-03 00:00:00,S001,P0010,Future,,72.84369414077975
2024-02-04 00:00:00,S001,P0010,Future,,72.93405833358798
2024-02-05 00:00:00,S001,P0010,Future,,72.8811922875739
2024-02-06 00:00:00,S001,P0010,Future,,72.93084425089447
2024-01-01,S001,P0010,Validation,64.0,63.92613621359434
2024-01-02,S001,P0010,Validation,34.0,24.264348445746343
2024-01-03,S001,P0010,Validation,31.0,27.153617416822545
2024-01-04,S001,P0010,Validation,37.0,41.42142804750207
2024-01-05,S001,P0010,Validation,57.0,60.73249764293561
2024-01-06,S001,P0010,Validation,24.0,25.23954447534815
2024-01-07,S001,P0010,Validation,43.0,44.24240836608594
2024-01-08,S001,P0010,Validation,24.0,22.878445598471124
2024-01-09,S001,P0010,Validation,63.0,70.92818823960619
2024-01-10,S001,P0010,Validation,59.0,61.42731245591144
2024-01-11,S001,P0010,Validation,43.0,53.89970257051952
2024-01-12,S001,P0010,Validation,76.0,75.3277667260708
2024-01-13,S001,P0010,Validation,96.0,91.61315498781153
2024-01-14,S001,P0010,Validation,46.0,50.16488741057079
2024-01-15,S001,P0010,Validation,77.0,77.9811323893865
2024-01-16,S001,P0010,Validation,66.0,67.97089976223066
2024-01-17,S001,P0010,Validation,94.0,96.63663741276432
2024-01-18,S001,P0010,Validation,71.0,75.79975038443001
2024-01-19,S001,P0010,Validation,31.0,39.25595485566987
2024-01-20,S001,P0010,Validation,92.0,86.14585419053965
2024-01-21,S001,P0010,Validation,69.0,59.1020243314723
2024-01-22,S001,P0010,Validation,89.0,86.7882716289598
2024-01-23,S001,P0010,Validation,74.0,74.04049624608531
2024-01-24,S001,P0010,Validation,149.0,138.98105274351852
2024-01-25,S001,P0010,Validation,79.0,81.5563919206951
2024-01-26,S001,P0010,Validation,91.0,94.76466370667865
2024-01-27,S001,P0010,Validation,68.0,79.56138171737129
2024-01-28,S001,P0010,Validation,82.0,79.49020071691848
2024-01-29,S001,P0010,Validation,68.0,71.52937249901454
2024-01-30,S001,P0010,Validation,69.0,73.209762374118
2024-01-31 00:00:00,S001,P0011,Future,,48.015962610188026
2024-02-01 00:00:00,S001,P0011,Future,,48.054849431289306
2024-02-02 00:00:00,S001,P0011,Future,,48.441516367664946
2024-02-03 00:00:00,S001,P0011,Future,,48.63780051392977
2024-02-04 00:00:00,S001,P0011,Future,,48.93895086160759
2024-02-05 00:00:00,S001,P0011,Future,,48.632097682581076
2024-02-06 00:00:00,S001,P0011,Future,,48.29302287249868
2024-01-01,S001,P0011,Validation,31.0,36.85365583259684
2024-01-02,S001,P0011,Validation,39.0,35.49361740653007
2024-01-03,S001,P0011,Validation,23.0,28.349355493990807
2024-01-04,S001,P0011,Validation,46.0,42.19491303522664
2024-01-05,S001,P0011,Validation,63.0,63.17180134313047
2024-01-06,S001,P0011,Validation,35.0,36.15975054678
2024-01-07,S001,P0011,Validation,18.0,22.04208484975157
2024-01-08,S001,P0011,Validation,72.0,63.97604348160545
2024-01-09,S001,P0011,Validation,84.0,71.21133496784121
2024-01-10,S001,P0011,Validation,43.0,47.25009773772172
2024-01-11,S001,P0011,Validation,128.0,105.0054868600398
2024-01-12,S001,P0011,Validation,58.0,45.26544335866794
2024-01-13,S001,P0011,Validation,183.0,155.92452149091295
2024-01-14,S001,P0011,Validation,81.0,93.8723186399812
2024-01-15,S001,P0011,Validation,76.0,88.50490181324808
2024-01-16,S001,P0011,Validation,50.0,45.853617497869465
2024-01-17,S001,P0011,Validation,94.0,77.79636497452091
2024-01-18,S001,P0011,Validation,86.0,79.55429766920334
2024-01-19,S001,P0011,Validation,69.0,63.16408344265951
2024-01-20,S001,P0011,Validation,114.0,117.0210868271757
2024-01-21,S001,P0011,Validation,68.0,75.73004117774983
2024-01-22,S001,P0011,Validation,100.0,95.37920459859068
2024-01-23,S001,P0011,Validation,145.0,144.21470149317474
2024-01-24,S001,P0011,Validation,40.0,36.24794988563418
2024-01-25,S001,P0011,Validation,92.0,93.18677308755628
2024-01-26,S001,P0011,Validation,106.0,106.74014469890275
2024-01-27,S001,P0011,Validation,79.0,71.95785915568558
2024-01-28,S001,P0011,Validation,95.0,93.6830162322938
2024-01-29,S001,P0011,Validation,65.0,58.10180439487499
2024-01-30,S001,P0011,Validation,44.0,48.194927376368575
2024-01-31 00:00:00,S001,P0012,Future,,94.87805755910195
2024-02-01 00:00:00,S001,P0012,Future,,93.84453995707112
2024-02-02 00:00:00,S001,P0012,Future,,93.40268738720114
2024-02-03 00:00:00,S001,P0012,Future,,93.57709823310316
2024-02-04 00:00:00,S001,P0012,Future,,92.64866487878443
2024-02-05 00:00:00,S001,P0012,Future,,92.39109963447612
2024-02-06 00:00:00,S001,P0012,Future,,89.23398680498097
2024-01-01,S001,P0012,Validation,15.0,24.46564608380254
2024-01-02,S001,P0012,Validation,50.0,57.711606871883056
2024-01-03,S001,P0012,Validation,113.0,121.42901613795854
2024-01-04,S001,P0012,Validation,40.0,67.52179707292173
2024-01-05,S001,P0012,Validation,63.0,48.27102102049192
2024-01-06,S001,P0012,Validation,122.0,107.41627148181566
2024-01-07,S001,P0012,Validation,108.0,100.5501959111246
2024-01-08,S001,P0012,Validation,43.0,38.754359357593536
2024-01-09,S001,P0012,Validation,185.0,182.4851238451961
2024-01-10,S001,P0012,Validation,58.0,97.99458183170702
2024-01-11,S001,P0012,Validation,133.0,148.55382324801388
2024-01-12,S001,P0012,Validation,169.0,169.75538533955978
2024-01-13,S001,P0012,Validation,117.0,108.48790818090065
2024-01-14,S001,P0012,Validation,117.0,122.67194528461806
2024-01-15,S001,P0012,Validation,54.0,61.23751816881607
2024-01-16,S001,P0012,Validation,87.0,92.13443548241692
2024-01-17,S001,P0012,Validation,127.0,143.87219155798758
2024-01-18,S001,P0012,Validation,75.0,112.13591927104628
2024-01-19,S001,P0012,Validation,100.0,101.12771198083726
2024-01-20,S001,P0012,Validation,139.0,138.5487397049345
2024-01-21,S001,P0012,Validation,154.0,151.0762664152636
2024-01-22,S001,P0012,Validation,69.0,69.5760432240939
2024-01-23,S001,P0012,Validation,121.0,139.83195466395304
2024-01-24,S001,P0012,Validation,126.0,120.65404021522887
2024-01-25,S001,P0012,Validation,112.0,117.5761167899249
2024-01-26,S001,P0012,Validation,125.0,126.1685023533694
2024-01-27,S001,P0012,Validation,159.0,159.02436599071893
2024-01-28,S001,P0012,Validation,65.0,59.13958191992094
2024-01-29,S001,P0012,Validation,174.0,163.17011612849362
2024-01-30,S001,P0012,Validation,86.0,95.38094249383704
2024-01-31 00:00:00,S001,P0013,Future,,118.2440645170366
2024-02-01 00:00:00,S001,P0013,Future,,119.32330689703673
2024-02-02 00:00:00,S001,P0013,Future,,118.92322110669102
2024-02-03 00:00:00,S001,P0013,Future,,119.99290981211674
2024-02-04 00:00:00,S001,P0013,Future,,120.91496228059293
2024-02-05 00:00:00,S001,P0013,Future,,118.56881965562746
2024-02-06 00:00:00,S001,P0013,Future,,118.59403421640751
2024-01-01,S001,P0013,Validation,21.0,30.055018621612483
2024-01-02,S001,P0013,Validation,16.0,17.076049578859028
2024-01-03,S001,P0013,Validation,47.0,33.43249091396787
2024-01-04,S001,P0013,Validation,23.0,18.61840808068556
2024-01-05,S001,P0013,Validation,16.0,25.62946236604953
2024-01-06,S001,P0013,Validation,34.0,35.50227101661953
2024-01-07,S001,P0013,Validation,28.0,35.33854219227188
